path,class_name,class_idx
Dataset_Combined/neutral/ffhq_1972.png,Neutral,0
Dataset_Combined/neutral/ffhq_5162.png,Neutral,0
Dataset_Combined/Anger/image0025593.jpg,Anger,6
Dataset_Combined/neutral/ffhq_2757.png,Neutral,0
Dataset_Combined/Contempt/image0036617.jpg,Contempt,7
Dataset_Combined/happy/ffhq_2429.png,Happy,1
Dataset_Combined/surprise/image0031764.jpg,Surprise,3
Dataset_Combined/Contempt/image0030999.jpg,Contempt,7
Dataset_Combined/happy/ffhq_171.png,Happy,1
Dataset_Combined/Anger/image0023644.jpg,Anger,6
Dataset_Combined/sad/image0028062.jpg,Sad,2
Dataset_Combined/fear/image0028571.jpg,Fear,4
Dataset_Combined/surprise/image0032063.jpg,Surprise,3
Dataset_Combined/neutral/ffhq_5567.png,Neutral,0
Dataset_Combined/neutral/ffhq_2293.png,Neutral,0
Dataset_Combined/Contempt/image0042322.jpg,Contempt,7
Dataset_Combined/neutral/ffhq_669.png,Neutral,0
Dataset_Combined/fear/image0035909.jpg,Fear,4
Dataset_Combined/surprise/ffhq_438.png,Surprise,3
Dataset_Combined/surprise/image0033698.jpg,Surprise,3
Dataset_Combined/sad/image0012754.jpg,Sad,2
Dataset_Combined/disgust/image0038897.jpg,Disgust,5
Dataset_Combined/disgust/image0036602.jpg,Disgust,5
Dataset_Combined/fear/image0033385.jpg,Fear,4
Dataset_Combined/fear/image0039244.jpg,Fear,4
Dataset_Combined/fear/image0036954.jpg,Fear,4
Dataset_Combined/sad/image0030113.jpg,Sad,2
Dataset_Combined/fear/image0035124.jpg,Fear,4
Dataset_Combined/disgust/image0040967.jpg,Disgust,5
Dataset_Combined/Anger/image0019573.jpg,Anger,6
Dataset_Combined/surprise/image0033727.jpg,Surprise,3
Dataset_Combined/sad/image0025681.jpg,Sad,2
Dataset_Combined/surprise/ffhq_485.png,Surprise,3
Dataset_Combined/fear/image0029809.jpg,Fear,4
Dataset_Combined/sad/image0029037.jpg,Sad,2
Dataset_Combined/sad/image0026297.jpg,Sad,2
Dataset_Combined/happy/ffhq_4144.png,Happy,1
Dataset_Combined/surprise/image0034692.jpg,Surprise,3
Dataset_Combined/sad/image0015052.jpg,Sad,2
Dataset_Combined/disgust/image0033667.jpg,Disgust,5
Dataset_Combined/disgust/image0041665.jpg,Disgust,5
Dataset_Combined/fear/image0035049.jpg,Fear,4
Dataset_Combined/Contempt/image0023658.jpg,Contempt,7
Dataset_Combined/surprise/image0029687.jpg,Surprise,3
Dataset_Combined/Contempt/image0039449.jpg,Contempt,7
Dataset_Combined/disgust/image0025951.jpg,Disgust,5
Dataset_Combined/surprise/image0033990.jpg,Surprise,3
Dataset_Combined/disgust/image0029017.jpg,Disgust,5
Dataset_Combined/sad/image0009299.jpg,Sad,2
Dataset_Combined/sad/image0006069.jpg,Sad,2
Dataset_Combined/sad/image0028187.jpg,Sad,2
Dataset_Combined/sad/image0027558.jpg,Sad,2
Dataset_Combined/happy/ffhq_3532.png,Happy,1
Dataset_Combined/happy/ffhq_3944.png,Happy,1
Dataset_Combined/neutral/ffhq_3811.png,Neutral,0
Dataset_Combined/sad/image0020917.jpg,Sad,2
Dataset_Combined/neutral/ffhq_2577.png,Neutral,0
Dataset_Combined/surprise/image0031177.jpg,Surprise,3
Dataset_Combined/surprise/image0026426.jpg,Surprise,3
Dataset_Combined/disgust/image0036207.jpg,Disgust,5
Dataset_Combined/disgust/image0042438.jpg,Disgust,5
Dataset_Combined/neutral/ffhq_2154.png,Neutral,0
Dataset_Combined/sad/image0020996.jpg,Sad,2
Dataset_Combined/sad/image0003732.jpg,Sad,2
Dataset_Combined/surprise/ffhq_446.png,Surprise,3
Dataset_Combined/surprise/image0032026.jpg,Surprise,3
Dataset_Combined/neutral/ffhq_5044.png,Neutral,0
Dataset_Combined/neutral/ffhq_861.png,Neutral,0
Dataset_Combined/disgust/image0036219.jpg,Disgust,5
Dataset_Combined/surprise/image0034019.jpg,Surprise,3
Dataset_Combined/happy/ffhq_1854.png,Happy,1
Dataset_Combined/happy/ffhq_3707.png,Happy,1
Dataset_Combined/Anger/image0008086.jpg,Anger,6
Dataset_Combined/Contempt/image0017871.jpg,Contempt,7
Dataset_Combined/sad/image0024805.jpg,Sad,2
Dataset_Combined/fear/image0040231.jpg,Fear,4
Dataset_Combined/surprise/image0031538.jpg,Surprise,3
Dataset_Combined/disgust/image0017174.jpg,Disgust,5
Dataset_Combined/Anger/image0009826.jpg,Anger,6
Dataset_Combined/neutral/ffhq_4312.png,Neutral,0
Dataset_Combined/sad/image0019749.jpg,Sad,2
Dataset_Combined/happy/ffhq_4752.png,Happy,1
Dataset_Combined/Anger/image0020114.jpg,Anger,6
Dataset_Combined/fear/image0033355.jpg,Fear,4
Dataset_Combined/happy/ffhq_3568.png,Happy,1
Dataset_Combined/disgust/image0035396.jpg,Disgust,5
Dataset_Combined/disgust/image0042105.jpg,Disgust,5
Dataset_Combined/fear/image0025085.jpg,Fear,4
Dataset_Combined/Contempt/image0037525.jpg,Contempt,7
Dataset_Combined/disgust/image0041298.jpg,Disgust,5
Dataset_Combined/surprise/image0033202.jpg,Surprise,3
Dataset_Combined/surprise/image0001106.jpg,Surprise,3
Dataset_Combined/sad/image0029731.jpg,Sad,2
Dataset_Combined/neutral/ffhq_872.png,Neutral,0
Dataset_Combined/surprise/image0031176.jpg,Surprise,3
Dataset_Combined/happy/ffhq_2238.png,Happy,1
Dataset_Combined/surprise/image0034206.jpg,Surprise,3
Dataset_Combined/neutral/ffhq_2011.png,Neutral,0
Dataset_Combined/sad/image0026292.jpg,Sad,2
Dataset_Combined/happy/ffhq_986.png,Happy,1
Dataset_Combined/fear/image0024076.jpg,Fear,4
Dataset_Combined/Contempt/image0039587.jpg,Contempt,7
Dataset_Combined/disgust/image0041753.jpg,Disgust,5
Dataset_Combined/fear/image0036141.jpg,Fear,4
Dataset_Combined/fear/image0003201.jpg,Fear,4
Dataset_Combined/sad/image0000111.jpg,Sad,2
Dataset_Combined/Anger/image0022286.jpg,Anger,6
Dataset_Combined/happy/ffhq_3639.png,Happy,1
Dataset_Combined/neutral/ffhq_5591.png,Neutral,0
Dataset_Combined/happy/ffhq_1533.png,Happy,1
Dataset_Combined/Contempt/image0041464.jpg,Contempt,7
Dataset_Combined/Contempt/image0022470.jpg,Contempt,7
Dataset_Combined/happy/ffhq_3275.png,Happy,1
Dataset_Combined/happy/ffhq_88.png,Happy,1
Dataset_Combined/surprise/image0031465.jpg,Surprise,3
Dataset_Combined/Contempt/image0026388.jpg,Contempt,7
Dataset_Combined/Anger/image0019316.jpg,Anger,6
Dataset_Combined/sad/image0016555.jpg,Sad,2
Dataset_Combined/fear/image0020888.jpg,Fear,4
Dataset_Combined/happy/ffhq_3140.png,Happy,1
Dataset_Combined/Anger/image0018362.jpg,Anger,6
Dataset_Combined/happy/ffhq_2912.png,Happy,1
Dataset_Combined/surprise/ffhq_95.png,Surprise,3
Dataset_Combined/surprise/ffhq_618.png,Surprise,3
Dataset_Combined/neutral/ffhq_4725.png,Neutral,0
Dataset_Combined/neutral/ffhq_1837.png,Neutral,0
Dataset_Combined/sad/image0029639.jpg,Sad,2
Dataset_Combined/disgust/image0040368.jpg,Disgust,5
Dataset_Combined/surprise/image0023926.jpg,Surprise,3
Dataset_Combined/happy/ffhq_2895.png,Happy,1
Dataset_Combined/sad/image0030341.jpg,Sad,2
Dataset_Combined/surprise/ffhq_607.png,Surprise,3
Dataset_Combined/Anger/image0017270.jpg,Anger,6
Dataset_Combined/Anger/image0028158.jpg,Anger,6
Dataset_Combined/Contempt/image0034558.jpg,Contempt,7
Dataset_Combined/happy/ffhq_3762.png,Happy,1
Dataset_Combined/neutral/ffhq_4572.png,Neutral,0
Dataset_Combined/Anger/image0022836.jpg,Anger,6
Dataset_Combined/neutral/ffhq_5.png,Neutral,0
Dataset_Combined/fear/image0031670.jpg,Fear,4
Dataset_Combined/fear/image0022090.jpg,Fear,4
Dataset_Combined/sad/image0030452.jpg,Sad,2
Dataset_Combined/Anger/image0030429.jpg,Anger,6
Dataset_Combined/happy/ffhq_3961.png,Happy,1
Dataset_Combined/Contempt/image0025153.jpg,Contempt,7
Dataset_Combined/surprise/image0029992.jpg,Surprise,3
Dataset_Combined/happy/ffhq_1764.png,Happy,1
Dataset_Combined/neutral/ffhq_3034.png,Neutral,0
Dataset_Combined/sad/image0020609.jpg,Sad,2
Dataset_Combined/neutral/ffhq_1302.png,Neutral,0
Dataset_Combined/neutral/ffhq_4684.png,Neutral,0
Dataset_Combined/surprise/image0029011.jpg,Surprise,3
Dataset_Combined/happy/ffhq_1605.png,Happy,1
Dataset_Combined/surprise/image0030662.jpg,Surprise,3
Dataset_Combined/surprise/image0032963.jpg,Surprise,3
Dataset_Combined/neutral/ffhq_5655.png,Neutral,0
Dataset_Combined/sad/image0014726.jpg,Sad,2
Dataset_Combined/fear/image0035564.jpg,Fear,4
Dataset_Combined/neutral/ffhq_4457.png,Neutral,0
Dataset_Combined/happy/ffhq_4856.png,Happy,1
Dataset_Combined/Contempt/image0038153.jpg,Contempt,7
Dataset_Combined/surprise/image0012373.jpg,Surprise,3
Dataset_Combined/Anger/image0021168.jpg,Anger,6
Dataset_Combined/neutral/ffhq_1067.png,Neutral,0
Dataset_Combined/sad/image0024507.jpg,Sad,2
Dataset_Combined/neutral/ffhq_636.png,Neutral,0
Dataset_Combined/happy/ffhq_4912.png,Happy,1
Dataset_Combined/Contempt/image0042183.jpg,Contempt,7
Dataset_Combined/surprise/image0032962.jpg,Surprise,3
Dataset_Combined/happy/ffhq_2618.png,Happy,1
Dataset_Combined/neutral/ffhq_2068.png,Neutral,0
Dataset_Combined/neutral/ffhq_2996.png,Neutral,0
Dataset_Combined/happy/ffhq_985.png,Happy,1
Dataset_Combined/neutral/ffhq_4378.png,Neutral,0
Dataset_Combined/neutral/ffhq_4760.png,Neutral,0
Dataset_Combined/fear/image0035552.jpg,Fear,4
Dataset_Combined/surprise/image0023357.jpg,Surprise,3
Dataset_Combined/surprise/image0034195.jpg,Surprise,3
Dataset_Combined/surprise/image0019328.jpg,Surprise,3
Dataset_Combined/neutral/ffhq_2031.png,Neutral,0
Dataset_Combined/happy/ffhq_3586.png,Happy,1
Dataset_Combined/surprise/image0019265.jpg,Surprise,3
Dataset_Combined/sad/image0003967.jpg,Sad,2
Dataset_Combined/happy/ffhq_3533.png,Happy,1
Dataset_Combined/happy/ffhq_1141.png,Happy,1
Dataset_Combined/Contempt/image0041054.jpg,Contempt,7
Dataset_Combined/fear/image0040235.jpg,Fear,4
Dataset_Combined/Anger/image0023212.jpg,Anger,6
Dataset_Combined/happy/ffhq_3556.png,Happy,1
Dataset_Combined/happy/ffhq_1276.png,Happy,1
Dataset_Combined/happy/ffhq_3663.png,Happy,1
Dataset_Combined/happy/ffhq_2399.png,Happy,1
Dataset_Combined/surprise/image0025573.jpg,Surprise,3
Dataset_Combined/neutral/ffhq_3795.png,Neutral,0
Dataset_Combined/Contempt/image0032579.jpg,Contempt,7
Dataset_Combined/Anger/image0019393.jpg,Anger,6
Dataset_Combined/Anger/image0011938.jpg,Anger,6
Dataset_Combined/neutral/ffhq_4863.png,Neutral,0
Dataset_Combined/Contempt/image0029437.jpg,Contempt,7
Dataset_Combined/surprise/image0033524.jpg,Surprise,3
Dataset_Combined/neutral/ffhq_2251.png,Neutral,0
Dataset_Combined/neutral/ffhq_837.png,Neutral,0
Dataset_Combined/fear/image0039642.jpg,Fear,4
Dataset_Combined/happy/image0032781.jpg,Happy,1
Dataset_Combined/sad/image0016335.jpg,Sad,2
Dataset_Combined/Contempt/image0037015.jpg,Contempt,7
Dataset_Combined/surprise/image0021193.jpg,Surprise,3
Dataset_Combined/disgust/image0036709.jpg,Disgust,5
Dataset_Combined/sad/image0018442.jpg,Sad,2
Dataset_Combined/disgust/image0042112.jpg,Disgust,5
Dataset_Combined/Contempt/image0035925.jpg,Contempt,7
Dataset_Combined/surprise/image0032518.jpg,Surprise,3
Dataset_Combined/fear/image0036329.jpg,Fear,4
Dataset_Combined/fear/image0035567.jpg,Fear,4
Dataset_Combined/happy/ffhq_4155.png,Happy,1
Dataset_Combined/happy/ffhq_446.png,Happy,1
Dataset_Combined/happy/ffhq_4435.png,Happy,1
Dataset_Combined/Contempt/image0037348.jpg,Contempt,7
Dataset_Combined/Anger/image0025142.jpg,Anger,6
Dataset_Combined/disgust/image0031732.jpg,Disgust,5
Dataset_Combined/happy/ffhq_388.png,Happy,1
Dataset_Combined/fear/image0036875.jpg,Fear,4
Dataset_Combined/surprise/image0034487.jpg,Surprise,3
Dataset_Combined/neutral/ffhq_5196.png,Neutral,0
Dataset_Combined/surprise/image0025436.jpg,Surprise,3
Dataset_Combined/surprise/image0017717.jpg,Surprise,3
Dataset_Combined/fear/image0038533.jpg,Fear,4
Dataset_Combined/disgust/image0039597.jpg,Disgust,5
Dataset_Combined/surprise/image0022088.jpg,Surprise,3
Dataset_Combined/neutral/ffhq_1731.png,Neutral,0
Dataset_Combined/fear/image0039602.jpg,Fear,4
Dataset_Combined/disgust/image0026920.jpg,Disgust,5
Dataset_Combined/neutral/image0032343.jpg,Neutral,0
Dataset_Combined/happy/ffhq_3869.png,Happy,1
Dataset_Combined/Anger/image0017077.jpg,Anger,6
Dataset_Combined/fear/image0000777.jpg,Fear,4
Dataset_Combined/happy/ffhq_2196.png,Happy,1
Dataset_Combined/Contempt/image0040877.jpg,Contempt,7
Dataset_Combined/fear/image0038336.jpg,Fear,4
Dataset_Combined/fear/image0036318.jpg,Fear,4
Dataset_Combined/fear/image0040027.jpg,Fear,4
Dataset_Combined/neutral/ffhq_4179.png,Neutral,0
Dataset_Combined/neutral/ffhq_4481.png,Neutral,0
Dataset_Combined/disgust/ffhq_26.png,Disgust,5
Dataset_Combined/surprise/image0034180.jpg,Surprise,3
Dataset_Combined/surprise/image0030042.jpg,Surprise,3
Dataset_Combined/neutral/ffhq_843.png,Neutral,0
Dataset_Combined/happy/ffhq_2660.png,Happy,1
Dataset_Combined/happy/ffhq_811.png,Happy,1
Dataset_Combined/fear/image0040643.jpg,Fear,4
Dataset_Combined/sad/image0025645.jpg,Sad,2
Dataset_Combined/fear/image0035109.jpg,Fear,4
Dataset_Combined/sad/image0029747.jpg,Sad,2
Dataset_Combined/fear/image0037300.jpg,Fear,4
Dataset_Combined/fear/image0033498.jpg,Fear,4
Dataset_Combined/surprise/image0027782.jpg,Surprise,3
Dataset_Combined/neutral/ffhq_816.png,Neutral,0
Dataset_Combined/neutral/ffhq_1929.png,Neutral,0
Dataset_Combined/Anger/image0012485.jpg,Anger,6
Dataset_Combined/happy/ffhq_587.png,Happy,1
Dataset_Combined/happy/ffhq_3378.png,Happy,1
Dataset_Combined/neutral/ffhq_4130.png,Neutral,0
Dataset_Combined/happy/ffhq_2817.png,Happy,1
Dataset_Combined/disgust/image0041873.jpg,Disgust,5
Dataset_Combined/fear/image0029278.jpg,Fear,4
Dataset_Combined/surprise/image0018151.jpg,Surprise,3
Dataset_Combined/happy/ffhq_1582.png,Happy,1
Dataset_Combined/fear/image0034236.jpg,Fear,4
Dataset_Combined/sad/image0024165.jpg,Sad,2
Dataset_Combined/Contempt/image0031221.jpg,Contempt,7
Dataset_Combined/neutral/ffhq_912.png,Neutral,0
Dataset_Combined/neutral/ffhq_5498.png,Neutral,0
Dataset_Combined/surprise/image0014596.jpg,Surprise,3
Dataset_Combined/surprise/image0027056.jpg,Surprise,3
Dataset_Combined/Anger/image0019810.jpg,Anger,6
Dataset_Combined/neutral/ffhq_2113.png,Neutral,0
Dataset_Combined/sad/image0023460.jpg,Sad,2
Dataset_Combined/happy/ffhq_1204.png,Happy,1
Dataset_Combined/disgust/image0029749.jpg,Disgust,5
Dataset_Combined/fear/image0038453.jpg,Fear,4
Dataset_Combined/fear/image0030620.jpg,Fear,4
Dataset_Combined/happy/ffhq_3999.png,Happy,1
Dataset_Combined/fear/image0038640.jpg,Fear,4
Dataset_Combined/happy/ffhq_4657.png,Happy,1
Dataset_Combined/neutral/ffhq_908.png,Neutral,0
Dataset_Combined/Contempt/image0034313.jpg,Contempt,7
Dataset_Combined/sad/image0020441.jpg,Sad,2
Dataset_Combined/sad/image0027840.jpg,Sad,2
Dataset_Combined/fear/image0022237.jpg,Fear,4
Dataset_Combined/neutral/ffhq_4498.png,Neutral,0
Dataset_Combined/Contempt/image0032415.jpg,Contempt,7
Dataset_Combined/sad/image0009996.jpg,Sad,2
Dataset_Combined/Contempt/image0040407.jpg,Contempt,7
Dataset_Combined/surprise/image0032157.jpg,Surprise,3
Dataset_Combined/Contempt/image0027575.jpg,Contempt,7
Dataset_Combined/surprise/ffhq_636.png,Surprise,3
Dataset_Combined/neutral/ffhq_5545.png,Neutral,0
Dataset_Combined/Anger/image0012970.jpg,Anger,6
Dataset_Combined/neutral/ffhq_3928.png,Neutral,0
Dataset_Combined/fear/image0033717.jpg,Fear,4
Dataset_Combined/sad/image0026320.jpg,Sad,2
Dataset_Combined/Anger/image0025576.jpg,Anger,6
Dataset_Combined/disgust/image0042288.jpg,Disgust,5
Dataset_Combined/sad/image0021716.jpg,Sad,2
Dataset_Combined/sad/image0028181.jpg,Sad,2
Dataset_Combined/disgust/image0038010.jpg,Disgust,5
Dataset_Combined/fear/image0037471.jpg,Fear,4
Dataset_Combined/neutral/ffhq_10.png,Neutral,0
Dataset_Combined/sad/image0029168.jpg,Sad,2
Dataset_Combined/neutral/ffhq_2400.png,Neutral,0
Dataset_Combined/happy/ffhq_257.png,Happy,1
Dataset_Combined/Contempt/image0033242.jpg,Contempt,7
Dataset_Combined/surprise/image0030170.jpg,Surprise,3
Dataset_Combined/sad/image0004715.jpg,Sad,2
Dataset_Combined/neutral/ffhq_4551.png,Neutral,0
Dataset_Combined/neutral/ffhq_3048.png,Neutral,0
Dataset_Combined/sad/image0013529.jpg,Sad,2
Dataset_Combined/fear/image0031154.jpg,Fear,4
Dataset_Combined/fear/image0028774.jpg,Fear,4
Dataset_Combined/happy/ffhq_3177.png,Happy,1
Dataset_Combined/happy/ffhq_624.png,Happy,1
Dataset_Combined/Contempt/image0036585.jpg,Contempt,7
Dataset_Combined/Contempt/image0038497.jpg,Contempt,7
Dataset_Combined/neutral/ffhq_1398.png,Neutral,0
Dataset_Combined/happy/ffhq_3847.png,Happy,1
Dataset_Combined/surprise/image0031276.jpg,Surprise,3
Dataset_Combined/sad/image0017657.jpg,Sad,2
Dataset_Combined/Contempt/image0032943.jpg,Contempt,7
Dataset_Combined/sad/image0028388.jpg,Sad,2
Dataset_Combined/surprise/image0029244.jpg,Surprise,3
Dataset_Combined/sad/image0028302.jpg,Sad,2
Dataset_Combined/Contempt/image0038494.jpg,Contempt,7
Dataset_Combined/disgust/ffhq_10.png,Disgust,5
Dataset_Combined/Anger/image0024023.jpg,Anger,6
Dataset_Combined/neutral/ffhq_194.png,Neutral,0
Dataset_Combined/happy/ffhq_3695.png,Happy,1
Dataset_Combined/happy/ffhq_4872.png,Happy,1
Dataset_Combined/happy/ffhq_2641.png,Happy,1
Dataset_Combined/neutral/image0016093.jpg,Neutral,0
Dataset_Combined/neutral/ffhq_347.png,Neutral,0
Dataset_Combined/disgust/image0034240.jpg,Disgust,5
Dataset_Combined/neutral/ffhq_1434.png,Neutral,0
Dataset_Combined/fear/image0038495.jpg,Fear,4
Dataset_Combined/Contempt/image0032484.jpg,Contempt,7
Dataset_Combined/happy/ffhq_2191.png,Happy,1
Dataset_Combined/happy/ffhq_2070.png,Happy,1
Dataset_Combined/fear/image0027591.jpg,Fear,4
Dataset_Combined/disgust/image0035673.jpg,Disgust,5
Dataset_Combined/Anger/image0026600.jpg,Anger,6
Dataset_Combined/happy/ffhq_1092.png,Happy,1
Dataset_Combined/sad/image0025137.jpg,Sad,2
Dataset_Combined/surprise/image0015568.jpg,Surprise,3
Dataset_Combined/neutral/ffhq_1783.png,Neutral,0
Dataset_Combined/disgust/image0023048.jpg,Disgust,5
Dataset_Combined/fear/image0030980.jpg,Fear,4
Dataset_Combined/disgust/image0037945.jpg,Disgust,5
Dataset_Combined/sad/image0022137.jpg,Sad,2
Dataset_Combined/Anger/image0019797.jpg,Anger,6
Dataset_Combined/disgust/image0041208.jpg,Disgust,5
Dataset_Combined/happy/ffhq_1514.png,Happy,1
Dataset_Combined/sad/image0017828.jpg,Sad,2
Dataset_Combined/fear/image0033629.jpg,Fear,4
Dataset_Combined/fear/image0006440.jpg,Fear,4
Dataset_Combined/surprise/image0025532.jpg,Surprise,3
Dataset_Combined/sad/image0004094.jpg,Sad,2
Dataset_Combined/happy/ffhq_855.png,Happy,1
Dataset_Combined/disgust/image0031360.jpg,Disgust,5
Dataset_Combined/surprise/image0032136.jpg,Surprise,3
Dataset_Combined/Contempt/image0037931.jpg,Contempt,7
Dataset_Combined/neutral/ffhq_3882.png,Neutral,0
Dataset_Combined/sad/image0014615.jpg,Sad,2
Dataset_Combined/neutral/ffhq_1946.png,Neutral,0
Dataset_Combined/surprise/image0033433.jpg,Surprise,3
Dataset_Combined/happy/ffhq_608.png,Happy,1
Dataset_Combined/surprise/image0029792.jpg,Surprise,3
Dataset_Combined/happy/ffhq_3756.png,Happy,1
Dataset_Combined/Anger/image0016779.jpg,Anger,6
Dataset_Combined/happy/ffhq_4380.png,Happy,1
Dataset_Combined/neutral/ffhq_520.png,Neutral,0
Dataset_Combined/Contempt/image0042445.jpg,Contempt,7
Dataset_Combined/Anger/image0013356.jpg,Anger,6
Dataset_Combined/happy/ffhq_2725.png,Happy,1
Dataset_Combined/happy/ffhq_2177.png,Happy,1
Dataset_Combined/Contempt/image0032990.jpg,Contempt,7
Dataset_Combined/surprise/image0024588.jpg,Surprise,3
Dataset_Combined/neutral/ffhq_5074.png,Neutral,0
Dataset_Combined/happy/ffhq_1454.png,Happy,1
Dataset_Combined/Anger/image0020404.jpg,Anger,6
Dataset_Combined/fear/image0032733.jpg,Fear,4
Dataset_Combined/surprise/image0021242.jpg,Surprise,3
Dataset_Combined/happy/ffhq_1953.png,Happy,1
Dataset_Combined/fear/image0035652.jpg,Fear,4
Dataset_Combined/sad/image0020688.jpg,Sad,2
Dataset_Combined/Contempt/image0039341.jpg,Contempt,7
Dataset_Combined/fear/image0026272.jpg,Fear,4
Dataset_Combined/neutral/ffhq_1220.png,Neutral,0
Dataset_Combined/happy/ffhq_2237.png,Happy,1
Dataset_Combined/surprise/image0000954.jpg,Surprise,3
Dataset_Combined/happy/ffhq_2075.png,Happy,1
Dataset_Combined/fear/image0032420.jpg,Fear,4
Dataset_Combined/neutral/ffhq_780.png,Neutral,0
Dataset_Combined/Contempt/image0019186.jpg,Contempt,7
Dataset_Combined/surprise/image0033889.jpg,Surprise,3
Dataset_Combined/neutral/ffhq_1146.png,Neutral,0
Dataset_Combined/fear/image0036252.jpg,Fear,4
Dataset_Combined/sad/image0027297.jpg,Sad,2
Dataset_Combined/disgust/image0041326.jpg,Disgust,5
